trial_type,correct_target,trial_path,source_path,target1_path,target2_path,s1_ind,s1_shape,s1_color,s1_size,s1_path,s2_ind,s2_shape,s2_color,s2_size,s2_path,t1_1_ind,t1_1_shape,t1_1_color,t1_1_size,t1_1_path,t1_2_ind,t1_2_shape,t1_2_color,t1_2_size,t1_2_path,t2_1_ind,t2_1_shape,t2_1_color,t2_1_size,t2_1_path,t2_2_ind,t2_2_shape,t2_2_color,t2_2_size,t2_2_path
sameShape,2.0,data/RMTS/trial52/trial.png,data/RMTS/trial52/source_pair.png,data/RMTS/trial52/target1_pair.png,data/RMTS/trial52/target2_pair.png,52.0,circle,blue,small,data/RMTS/trial52/source1.png,52.0,circle,blue,small,data/RMTS/trial52/source2.png,48.0,circle,red,small,data/RMTS/trial52/target1_1.png,0.0,triangle,red,small,data/RMTS/trial52/target1_2.png,22.0,star,black,small,data/RMTS/trial52/target2_1.png,22.0,star,black,small,data/RMTS/trial52/target2_2.png
sameShape,2.0,data/RMTS/trial53/trial.png,data/RMTS/trial53/source_pair.png,data/RMTS/trial53/target1_pair.png,data/RMTS/trial53/target2_pair.png,53.0,circle,blue,large,data/RMTS/trial53/source1.png,53.0,circle,blue,large,data/RMTS/trial53/source2.png,55.0,circle,purple,large,data/RMTS/trial53/target1_1.png,19.0,star,purple,large,data/RMTS/trial53/target1_2.png,67.0,square,purple,large,data/RMTS/trial53/target2_1.png,67.0,square,purple,large,data/RMTS/trial53/target2_2.png
sameShape,1.0,data/RMTS/trial54/trial.png,data/RMTS/trial54/source_pair.png,data/RMTS/trial54/target1_pair.png,data/RMTS/trial54/target2_pair.png,54.0,circle,purple,small,data/RMTS/trial54/source1.png,54.0,circle,purple,small,data/RMTS/trial54/source2.png,47.0,cross,black,large,data/RMTS/trial54/target1_1.png,47.0,cross,black,large,data/RMTS/trial54/target1_2.png,64.0,square,blue,small,data/RMTS/trial54/target2_1.png,52.0,circle,blue,small,data/RMTS/trial54/target2_2.png
sameShape,2.0,data/RMTS/trial55/trial.png,data/RMTS/trial55/source_pair.png,data/RMTS/trial55/target1_pair.png,data/RMTS/trial55/target2_pair.png,55.0,circle,purple,large,data/RMTS/trial55/source1.png,55.0,circle,purple,large,data/RMTS/trial55/source2.png,36.0,cross,red,small,data/RMTS/trial55/target1_1.png,60.0,square,red,small,data/RMTS/trial55/target1_2.png,32.0,heart,saddlebrown,small,data/RMTS/trial55/target2_1.png,32.0,heart,saddlebrown,small,data/RMTS/trial55/target2_2.png
sameShape,2.0,data/RMTS/trial56/trial.png,data/RMTS/trial56/source_pair.png,data/RMTS/trial56/target1_pair.png,data/RMTS/trial56/target2_pair.png,56.0,circle,saddlebrown,small,data/RMTS/trial56/source1.png,56.0,circle,saddlebrown,small,data/RMTS/trial56/source2.png,15.0,star,green,large,data/RMTS/trial56/target1_1.png,63.0,square,green,large,data/RMTS/trial56/target1_2.png,66.0,square,purple,small,data/RMTS/trial56/target2_1.png,66.0,square,purple,small,data/RMTS/trial56/target2_2.png
sameShape,2.0,data/RMTS/trial57/trial.png,data/RMTS/trial57/source_pair.png,data/RMTS/trial57/target1_pair.png,data/RMTS/trial57/target2_pair.png,57.0,circle,saddlebrown,large,data/RMTS/trial57/source1.png,57.0,circle,saddlebrown,large,data/RMTS/trial57/source2.png,42.0,cross,purple,small,data/RMTS/trial57/target1_1.png,6.0,triangle,purple,small,data/RMTS/trial57/target1_2.png,3.0,triangle,green,large,data/RMTS/trial57/target2_1.png,3.0,triangle,green,large,data/RMTS/trial57/target2_2.png
sameShape,1.0,data/RMTS/trial58/trial.png,data/RMTS/trial58/source_pair.png,data/RMTS/trial58/target1_pair.png,data/RMTS/trial58/target2_pair.png,58.0,circle,black,small,data/RMTS/trial58/source1.png,58.0,circle,black,small,data/RMTS/trial58/source2.png,4.0,triangle,blue,small,data/RMTS/trial58/target1_1.png,4.0,triangle,blue,small,data/RMTS/trial58/target1_2.png,65.0,square,blue,large,data/RMTS/trial58/target2_1.png,41.0,cross,blue,large,data/RMTS/trial58/target2_2.png
sameShape,1.0,data/RMTS/trial59/trial.png,data/RMTS/trial59/source_pair.png,data/RMTS/trial59/target1_pair.png,data/RMTS/trial59/target2_pair.png,59.0,circle,black,large,data/RMTS/trial59/source1.png,59.0,circle,black,large,data/RMTS/trial59/source2.png,3.0,triangle,green,large,data/RMTS/trial59/target1_1.png,3.0,triangle,green,large,data/RMTS/trial59/target1_2.png,70.0,square,black,small,data/RMTS/trial59/target2_1.png,34.0,heart,black,small,data/RMTS/trial59/target2_2.png
sameShape,2.0,data/RMTS/trial60/trial.png,data/RMTS/trial60/source_pair.png,data/RMTS/trial60/target1_pair.png,data/RMTS/trial60/target2_pair.png,60.0,square,red,small,data/RMTS/trial60/source1.png,60.0,square,red,small,data/RMTS/trial60/source2.png,27.0,heart,green,large,data/RMTS/trial60/target1_1.png,51.0,circle,green,large,data/RMTS/trial60/target1_2.png,9.0,triangle,saddlebrown,large,data/RMTS/trial60/target2_1.png,9.0,triangle,saddlebrown,large,data/RMTS/trial60/target2_2.png
sameShape,2.0,data/RMTS/trial61/trial.png,data/RMTS/trial61/source_pair.png,data/RMTS/trial61/target1_pair.png,data/RMTS/trial61/target2_pair.png,61.0,square,red,large,data/RMTS/trial61/source1.png,61.0,square,red,large,data/RMTS/trial61/source2.png,64.0,square,blue,small,data/RMTS/trial61/target1_1.png,52.0,circle,blue,small,data/RMTS/trial61/target1_2.png,43.0,cross,purple,large,data/RMTS/trial61/target2_1.png,43.0,cross,purple,large,data/RMTS/trial61/target2_2.png
sameShape,2.0,data/RMTS/trial62/trial.png,data/RMTS/trial62/source_pair.png,data/RMTS/trial62/target1_pair.png,data/RMTS/trial62/target2_pair.png,62.0,square,green,small,data/RMTS/trial62/source1.png,62.0,square,green,small,data/RMTS/trial62/source2.png,42.0,cross,purple,small,data/RMTS/trial62/target1_1.png,18.0,star,purple,small,data/RMTS/trial62/target1_2.png,22.0,star,black,small,data/RMTS/trial62/target2_1.png,22.0,star,black,small,data/RMTS/trial62/target2_2.png
sameShape,1.0,data/RMTS/trial63/trial.png,data/RMTS/trial63/source_pair.png,data/RMTS/trial63/target1_pair.png,data/RMTS/trial63/target2_pair.png,63.0,square,green,large,data/RMTS/trial63/source1.png,63.0,square,green,large,data/RMTS/trial63/source2.png,47.0,cross,black,large,data/RMTS/trial63/target1_1.png,47.0,cross,black,large,data/RMTS/trial63/target1_2.png,45.0,cross,saddlebrown,large,data/RMTS/trial63/target2_1.png,33.0,heart,saddlebrown,large,data/RMTS/trial63/target2_2.png
sameShape,1.0,data/RMTS/trial64/trial.png,data/RMTS/trial64/source_pair.png,data/RMTS/trial64/target1_pair.png,data/RMTS/trial64/target2_pair.png,64.0,square,blue,small,data/RMTS/trial64/source1.png,64.0,square,blue,small,data/RMTS/trial64/source2.png,47.0,cross,black,large,data/RMTS/trial64/target1_1.png,47.0,cross,black,large,data/RMTS/trial64/target1_2.png,12.0,star,red,small,data/RMTS/trial64/target2_1.png,36.0,cross,red,small,data/RMTS/trial64/target2_2.png
sameShape,2.0,data/RMTS/trial65/trial.png,data/RMTS/trial65/source_pair.png,data/RMTS/trial65/target1_pair.png,data/RMTS/trial65/target2_pair.png,65.0,square,blue,large,data/RMTS/trial65/source1.png,65.0,square,blue,large,data/RMTS/trial65/source2.png,63.0,square,green,large,data/RMTS/trial65/target1_1.png,51.0,circle,green,large,data/RMTS/trial65/target1_2.png,14.0,star,green,small,data/RMTS/trial65/target2_1.png,14.0,star,green,small,data/RMTS/trial65/target2_2.png
sameShape,2.0,data/RMTS/trial66/trial.png,data/RMTS/trial66/source_pair.png,data/RMTS/trial66/target1_pair.png,data/RMTS/trial66/target2_pair.png,66.0,square,purple,small,data/RMTS/trial66/source1.png,66.0,square,purple,small,data/RMTS/trial66/source2.png,33.0,heart,saddlebrown,large,data/RMTS/trial66/target1_1.png,69.0,square,saddlebrown,large,data/RMTS/trial66/target1_2.png,26.0,heart,green,small,data/RMTS/trial66/target2_1.png,26.0,heart,green,small,data/RMTS/trial66/target2_2.png
sameShape,2.0,data/RMTS/trial67/trial.png,data/RMTS/trial67/source_pair.png,data/RMTS/trial67/target1_pair.png,data/RMTS/trial67/target2_pair.png,67.0,square,purple,large,data/RMTS/trial67/source1.png,67.0,square,purple,large,data/RMTS/trial67/source2.png,28.0,heart,blue,small,data/RMTS/trial67/target1_1.png,64.0,square,blue,small,data/RMTS/trial67/target1_2.png,1.0,triangle,red,large,data/RMTS/trial67/target2_1.png,1.0,triangle,red,large,data/RMTS/trial67/target2_2.png
sameShape,1.0,data/RMTS/trial68/trial.png,data/RMTS/trial68/source_pair.png,data/RMTS/trial68/target1_pair.png,data/RMTS/trial68/target2_pair.png,68.0,square,saddlebrown,small,data/RMTS/trial68/source1.png,68.0,square,saddlebrown,small,data/RMTS/trial68/source2.png,26.0,heart,green,small,data/RMTS/trial68/target1_1.png,26.0,heart,green,small,data/RMTS/trial68/target1_2.png,49.0,circle,red,large,data/RMTS/trial68/target2_1.png,61.0,square,red,large,data/RMTS/trial68/target2_2.png
sameShape,2.0,data/RMTS/trial69/trial.png,data/RMTS/trial69/source_pair.png,data/RMTS/trial69/target1_pair.png,data/RMTS/trial69/target2_pair.png,69.0,square,saddlebrown,large,data/RMTS/trial69/source1.png,69.0,square,saddlebrown,large,data/RMTS/trial69/source2.png,44.0,cross,saddlebrown,small,data/RMTS/trial69/target1_1.png,8.0,triangle,saddlebrown,small,data/RMTS/trial69/target1_2.png,49.0,circle,red,large,data/RMTS/trial69/target2_1.png,49.0,circle,red,large,data/RMTS/trial69/target2_2.png
sameShape,2.0,data/RMTS/trial70/trial.png,data/RMTS/trial70/source_pair.png,data/RMTS/trial70/target1_pair.png,data/RMTS/trial70/target2_pair.png,70.0,square,black,small,data/RMTS/trial70/source1.png,70.0,square,black,small,data/RMTS/trial70/source2.png,38.0,cross,green,small,data/RMTS/trial70/target1_1.png,62.0,square,green,small,data/RMTS/trial70/target1_2.png,55.0,circle,purple,large,data/RMTS/trial70/target2_1.png,55.0,circle,purple,large,data/RMTS/trial70/target2_2.png
sameShape,1.0,data/RMTS/trial71/trial.png,data/RMTS/trial71/source_pair.png,data/RMTS/trial71/target1_pair.png,data/RMTS/trial71/target2_pair.png,71.0,square,black,large,data/RMTS/trial71/source1.png,71.0,square,black,large,data/RMTS/trial71/source2.png,39.0,cross,green,large,data/RMTS/trial71/target1_1.png,39.0,cross,green,large,data/RMTS/trial71/target1_2.png,21.0,star,saddlebrown,large,data/RMTS/trial71/target2_1.png,33.0,heart,saddlebrown,large,data/RMTS/trial71/target2_2.png
sameColor,2.0,data/RMTS/trial72/trial.png,data/RMTS/trial72/source_pair.png,data/RMTS/trial72/target1_pair.png,data/RMTS/trial72/target2_pair.png,0.0,triangle,red,small,data/RMTS/trial72/source1.png,0.0,triangle,red,small,data/RMTS/trial72/source2.png,4.0,triangle,blue,small,data/RMTS/trial72/target1_1.png,8.0,triangle,saddlebrown,small,data/RMTS/trial72/target1_2.png,34.0,heart,black,small,data/RMTS/trial72/target2_1.png,34.0,heart,black,small,data/RMTS/trial72/target2_2.png
sameColor,2.0,data/RMTS/trial73/trial.png,data/RMTS/trial73/source_pair.png,data/RMTS/trial73/target1_pair.png,data/RMTS/trial73/target2_pair.png,1.0,triangle,red,large,data/RMTS/trial73/source1.png,1.0,triangle,red,large,data/RMTS/trial73/source2.png,65.0,square,blue,large,data/RMTS/trial73/target1_1.png,63.0,square,green,large,data/RMTS/trial73/target1_2.png,71.0,square,black,large,data/RMTS/trial73/target2_1.png,71.0,square,black,large,data/RMTS/trial73/target2_2.png
sameColor,1.0,data/RMTS/trial74/trial.png,data/RMTS/trial74/source_pair.png,data/RMTS/trial74/target1_pair.png,data/RMTS/trial74/target2_pair.png,2.0,triangle,green,small,data/RMTS/trial74/source1.png,2.0,triangle,green,small,data/RMTS/trial74/source2.png,29.0,heart,blue,large,data/RMTS/trial74/target1_1.png,29.0,heart,blue,large,data/RMTS/trial74/target1_2.png,6.0,triangle,purple,small,data/RMTS/trial74/target2_1.png,4.0,triangle,blue,small,data/RMTS/trial74/target2_2.png
sameColor,1.0,data/RMTS/trial75/trial.png,data/RMTS/trial75/source_pair.png,data/RMTS/trial75/target1_pair.png,data/RMTS/trial75/target2_pair.png,3.0,triangle,green,large,data/RMTS/trial75/source1.png,3.0,triangle,green,large,data/RMTS/trial75/source2.png,33.0,heart,saddlebrown,large,data/RMTS/trial75/target1_1.png,33.0,heart,saddlebrown,large,data/RMTS/trial75/target1_2.png,21.0,star,saddlebrown,large,data/RMTS/trial75/target2_1.png,19.0,star,purple,large,data/RMTS/trial75/target2_2.png
sameColor,2.0,data/RMTS/trial76/trial.png,data/RMTS/trial76/source_pair.png,data/RMTS/trial76/target1_pair.png,data/RMTS/trial76/target2_pair.png,4.0,triangle,blue,small,data/RMTS/trial76/source1.png,4.0,triangle,blue,small,data/RMTS/trial76/source2.png,19.0,star,purple,large,data/RMTS/trial76/target1_1.png,15.0,star,green,large,data/RMTS/trial76/target1_2.png,20.0,star,saddlebrown,small,data/RMTS/trial76/target2_1.png,20.0,star,saddlebrown,small,data/RMTS/trial76/target2_2.png
sameColor,1.0,data/RMTS/trial77/trial.png,data/RMTS/trial77/source_pair.png,data/RMTS/trial77/target1_pair.png,data/RMTS/trial77/target2_pair.png,5.0,triangle,blue,large,data/RMTS/trial77/source1.png,5.0,triangle,blue,large,data/RMTS/trial77/source2.png,35.0,heart,black,large,data/RMTS/trial77/target1_1.png,35.0,heart,black,large,data/RMTS/trial77/target1_2.png,16.0,star,blue,small,data/RMTS/trial77/target2_1.png,14.0,star,green,small,data/RMTS/trial77/target2_2.png
sameColor,2.0,data/RMTS/trial78/trial.png,data/RMTS/trial78/source_pair.png,data/RMTS/trial78/target1_pair.png,data/RMTS/trial78/target2_pair.png,6.0,triangle,purple,small,data/RMTS/trial78/source1.png,6.0,triangle,purple,small,data/RMTS/trial78/source2.png,53.0,circle,blue,large,data/RMTS/trial78/target1_1.png,55.0,circle,purple,large,data/RMTS/trial78/target1_2.png,32.0,heart,saddlebrown,small,data/RMTS/trial78/target2_1.png,32.0,heart,saddlebrown,small,data/RMTS/trial78/target2_2.png
sameColor,1.0,data/RMTS/trial79/trial.png,data/RMTS/trial79/source_pair.png,data/RMTS/trial79/target1_pair.png,data/RMTS/trial79/target2_pair.png,7.0,triangle,purple,large,data/RMTS/trial79/source1.png,7.0,triangle,purple,large,data/RMTS/trial79/source2.png,57.0,circle,saddlebrown,large,data/RMTS/trial79/target1_1.png,57.0,circle,saddlebrown,large,data/RMTS/trial79/target1_2.png,49.0,circle,red,large,data/RMTS/trial79/target2_1.png,53.0,circle,blue,large,data/RMTS/trial79/target2_2.png
sameColor,1.0,data/RMTS/trial80/trial.png,data/RMTS/trial80/source_pair.png,data/RMTS/trial80/target1_pair.png,data/RMTS/trial80/target2_pair.png,8.0,triangle,saddlebrown,small,data/RMTS/trial80/source1.png,8.0,triangle,saddlebrown,small,data/RMTS/trial80/source2.png,50.0,circle,green,small,data/RMTS/trial80/target1_1.png,50.0,circle,green,small,data/RMTS/trial80/target1_2.png,45.0,cross,saddlebrown,large,data/RMTS/trial80/target2_1.png,47.0,cross,black,large,data/RMTS/trial80/target2_2.png
sameColor,1.0,data/RMTS/trial81/trial.png,data/RMTS/trial81/source_pair.png,data/RMTS/trial81/target1_pair.png,data/RMTS/trial81/target2_pair.png,9.0,triangle,saddlebrown,large,data/RMTS/trial81/source1.png,9.0,triangle,saddlebrown,large,data/RMTS/trial81/source2.png,55.0,circle,purple,large,data/RMTS/trial81/target1_1.png,55.0,circle,purple,large,data/RMTS/trial81/target1_2.png,1.0,triangle,red,large,data/RMTS/trial81/target2_1.png,11.0,triangle,black,large,data/RMTS/trial81/target2_2.png
sameColor,1.0,data/RMTS/trial82/trial.png,data/RMTS/trial82/source_pair.png,data/RMTS/trial82/target1_pair.png,data/RMTS/trial82/target2_pair.png,10.0,triangle,black,small,data/RMTS/trial82/source1.png,10.0,triangle,black,small,data/RMTS/trial82/source2.png,62.0,square,green,small,data/RMTS/trial82/target1_1.png,62.0,square,green,small,data/RMTS/trial82/target1_2.png,11.0,triangle,black,large,data/RMTS/trial82/target2_1.png,9.0,triangle,saddlebrown,large,data/RMTS/trial82/target2_2.png
sameColor,1.0,data/RMTS/trial83/trial.png,data/RMTS/trial83/source_pair.png,data/RMTS/trial83/target1_pair.png,data/RMTS/trial83/target2_pair.png,11.0,triangle,black,large,data/RMTS/trial83/source1.png,11.0,triangle,black,large,data/RMTS/trial83/source2.png,29.0,heart,blue,large,data/RMTS/trial83/target1_1.png,29.0,heart,blue,large,data/RMTS/trial83/target1_2.png,17.0,star,blue,large,data/RMTS/trial83/target2_1.png,23.0,star,black,large,data/RMTS/trial83/target2_2.png
sameColor,2.0,data/RMTS/trial84/trial.png,data/RMTS/trial84/source_pair.png,data/RMTS/trial84/target1_pair.png,data/RMTS/trial84/target2_pair.png,12.0,star,red,small,data/RMTS/trial84/source1.png,12.0,star,red,small,data/RMTS/trial84/source2.png,47.0,cross,black,large,data/RMTS/trial84/target1_1.png,39.0,cross,green,large,data/RMTS/trial84/target1_2.png,9.0,triangle,saddlebrown,large,data/RMTS/trial84/target2_1.png,9.0,triangle,saddlebrown,large,data/RMTS/trial84/target2_2.png
sameColor,1.0,data/RMTS/trial85/trial.png,data/RMTS/trial85/source_pair.png,data/RMTS/trial85/target1_pair.png,data/RMTS/trial85/target2_pair.png,13.0,star,red,large,data/RMTS/trial85/source1.png,13.0,star,red,large,data/RMTS/trial85/source2.png,68.0,square,saddlebrown,small,data/RMTS/trial85/target1_1.png,68.0,square,saddlebrown,small,data/RMTS/trial85/target1_2.png,30.0,heart,purple,small,data/RMTS/trial85/target2_1.png,32.0,heart,saddlebrown,small,data/RMTS/trial85/target2_2.png
sameColor,2.0,data/RMTS/trial86/trial.png,data/RMTS/trial86/source_pair.png,data/RMTS/trial86/target1_pair.png,data/RMTS/trial86/target2_pair.png,14.0,star,green,small,data/RMTS/trial86/source1.png,14.0,star,green,small,data/RMTS/trial86/source2.png,20.0,star,saddlebrown,small,data/RMTS/trial86/target1_1.png,16.0,star,blue,small,data/RMTS/trial86/target1_2.png,71.0,square,black,large,data/RMTS/trial86/target2_1.png,71.0,square,black,large,data/RMTS/trial86/target2_2.png
sameColor,2.0,data/RMTS/trial87/trial.png,data/RMTS/trial87/source_pair.png,data/RMTS/trial87/target1_pair.png,data/RMTS/trial87/target2_pair.png,15.0,star,green,large,data/RMTS/trial87/source1.png,15.0,star,green,large,data/RMTS/trial87/source2.png,14.0,star,green,small,data/RMTS/trial87/target1_1.png,20.0,star,saddlebrown,small,data/RMTS/trial87/target1_2.png,57.0,circle,saddlebrown,large,data/RMTS/trial87/target2_1.png,57.0,circle,saddlebrown,large,data/RMTS/trial87/target2_2.png
sameColor,1.0,data/RMTS/trial88/trial.png,data/RMTS/trial88/source_pair.png,data/RMTS/trial88/target1_pair.png,data/RMTS/trial88/target2_pair.png,16.0,star,blue,small,data/RMTS/trial88/source1.png,16.0,star,blue,small,data/RMTS/trial88/source2.png,48.0,circle,red,small,data/RMTS/trial88/target1_1.png,48.0,circle,red,small,data/RMTS/trial88/target1_2.png,67.0,square,purple,large,data/RMTS/trial88/target2_1.png,71.0,square,black,large,data/RMTS/trial88/target2_2.png
sameColor,1.0,data/RMTS/trial89/trial.png,data/RMTS/trial89/source_pair.png,data/RMTS/trial89/target1_pair.png,data/RMTS/trial89/target2_pair.png,17.0,star,blue,large,data/RMTS/trial89/source1.png,17.0,star,blue,large,data/RMTS/trial89/source2.png,44.0,cross,saddlebrown,small,data/RMTS/trial89/target1_1.png,44.0,cross,saddlebrown,small,data/RMTS/trial89/target1_2.png,54.0,circle,purple,small,data/RMTS/trial89/target2_1.png,52.0,circle,blue,small,data/RMTS/trial89/target2_2.png
sameColor,1.0,data/RMTS/trial90/trial.png,data/RMTS/trial90/source_pair.png,data/RMTS/trial90/target1_pair.png,data/RMTS/trial90/target2_pair.png,18.0,star,purple,small,data/RMTS/trial90/source1.png,18.0,star,purple,small,data/RMTS/trial90/source2.png,56.0,circle,saddlebrown,small,data/RMTS/trial90/target1_1.png,56.0,circle,saddlebrown,small,data/RMTS/trial90/target1_2.png,59.0,circle,black,large,data/RMTS/trial90/target2_1.png,51.0,circle,green,large,data/RMTS/trial90/target2_2.png
sameColor,2.0,data/RMTS/trial91/trial.png,data/RMTS/trial91/source_pair.png,data/RMTS/trial91/target1_pair.png,data/RMTS/trial91/target2_pair.png,19.0,star,purple,large,data/RMTS/trial91/source1.png,19.0,star,purple,large,data/RMTS/trial91/source2.png,6.0,triangle,purple,small,data/RMTS/trial91/target1_1.png,10.0,triangle,black,small,data/RMTS/trial91/target1_2.png,49.0,circle,red,large,data/RMTS/trial91/target2_1.png,49.0,circle,red,large,data/RMTS/trial91/target2_2.png
sameColor,1.0,data/RMTS/trial92/trial.png,data/RMTS/trial92/source_pair.png,data/RMTS/trial92/target1_pair.png,data/RMTS/trial92/target2_pair.png,20.0,star,saddlebrown,small,data/RMTS/trial92/source1.png,20.0,star,saddlebrown,small,data/RMTS/trial92/source2.png,55.0,circle,purple,large,data/RMTS/trial92/target1_1.png,55.0,circle,purple,large,data/RMTS/trial92/target1_2.png,28.0,heart,blue,small,data/RMTS/trial92/target2_1.png,24.0,heart,red,small,data/RMTS/trial92/target2_2.png
sameColor,1.0,data/RMTS/trial93/trial.png,data/RMTS/trial93/source_pair.png,data/RMTS/trial93/target1_pair.png,data/RMTS/trial93/target2_pair.png,21.0,star,saddlebrown,large,data/RMTS/trial93/source1.png,21.0,star,saddlebrown,large,data/RMTS/trial93/source2.png,35.0,heart,black,large,data/RMTS/trial93/target1_1.png,35.0,heart,black,large,data/RMTS/trial93/target1_2.png,65.0,square,blue,large,data/RMTS/trial93/target2_1.png,63.0,square,green,large,data/RMTS/trial93/target2_2.png
sameColor,2.0,data/RMTS/trial94/trial.png,data/RMTS/trial94/source_pair.png,data/RMTS/trial94/target1_pair.png,data/RMTS/trial94/target2_pair.png,22.0,star,black,small,data/RMTS/trial94/source1.png,22.0,star,black,small,data/RMTS/trial94/source2.png,37.0,cross,red,large,data/RMTS/trial94/target1_1.png,47.0,cross,black,large,data/RMTS/trial94/target1_2.png,2.0,triangle,green,small,data/RMTS/trial94/target2_1.png,2.0,triangle,green,small,data/RMTS/trial94/target2_2.png
sameColor,2.0,data/RMTS/trial95/trial.png,data/RMTS/trial95/source_pair.png,data/RMTS/trial95/target1_pair.png,data/RMTS/trial95/target2_pair.png,23.0,star,black,large,data/RMTS/trial95/source1.png,23.0,star,black,large,data/RMTS/trial95/source2.png,34.0,heart,black,small,data/RMTS/trial95/target1_1.png,32.0,heart,saddlebrown,small,data/RMTS/trial95/target1_2.png,6.0,triangle,purple,small,data/RMTS/trial95/target2_1.png,6.0,triangle,purple,small,data/RMTS/trial95/target2_2.png
sameColor,2.0,data/RMTS/trial96/trial.png,data/RMTS/trial96/source_pair.png,data/RMTS/trial96/target1_pair.png,data/RMTS/trial96/target2_pair.png,24.0,heart,red,small,data/RMTS/trial96/source1.png,24.0,heart,red,small,data/RMTS/trial96/source2.png,59.0,circle,black,large,data/RMTS/trial96/target1_1.png,49.0,circle,red,large,data/RMTS/trial96/target1_2.png,54.0,circle,purple,small,data/RMTS/trial96/target2_1.png,54.0,circle,purple,small,data/RMTS/trial96/target2_2.png
sameColor,1.0,data/RMTS/trial97/trial.png,data/RMTS/trial97/source_pair.png,data/RMTS/trial97/target1_pair.png,data/RMTS/trial97/target2_pair.png,25.0,heart,red,large,data/RMTS/trial97/source1.png,25.0,heart,red,large,data/RMTS/trial97/source2.png,64.0,square,blue,small,data/RMTS/trial97/target1_1.png,64.0,square,blue,small,data/RMTS/trial97/target1_2.png,7.0,triangle,purple,large,data/RMTS/trial97/target2_1.png,11.0,triangle,black,large,data/RMTS/trial97/target2_2.png
sameColor,2.0,data/RMTS/trial98/trial.png,data/RMTS/trial98/source_pair.png,data/RMTS/trial98/target1_pair.png,data/RMTS/trial98/target2_pair.png,26.0,heart,green,small,data/RMTS/trial98/source1.png,26.0,heart,green,small,data/RMTS/trial98/source2.png,69.0,square,saddlebrown,large,data/RMTS/trial98/target1_1.png,67.0,square,purple,large,data/RMTS/trial98/target1_2.png,7.0,triangle,purple,large,data/RMTS/trial98/target2_1.png,7.0,triangle,purple,large,data/RMTS/trial98/target2_2.png
sameColor,2.0,data/RMTS/trial99/trial.png,data/RMTS/trial99/source_pair.png,data/RMTS/trial99/target1_pair.png,data/RMTS/trial99/target2_pair.png,27.0,heart,green,large,data/RMTS/trial99/source1.png,27.0,heart,green,large,data/RMTS/trial99/source2.png,19.0,star,purple,large,data/RMTS/trial99/target1_1.png,23.0,star,black,large,data/RMTS/trial99/target1_2.png,57.0,circle,saddlebrown,large,data/RMTS/trial99/target2_1.png,57.0,circle,saddlebrown,large,data/RMTS/trial99/target2_2.png
sameColor,1.0,data/RMTS/trial100/trial.png,data/RMTS/trial100/source_pair.png,data/RMTS/trial100/target1_pair.png,data/RMTS/trial100/target2_pair.png,28.0,heart,blue,small,data/RMTS/trial100/source1.png,28.0,heart,blue,small,data/RMTS/trial100/source2.png,43.0,cross,purple,large,data/RMTS/trial100/target1_1.png,43.0,cross,purple,large,data/RMTS/trial100/target1_2.png,9.0,triangle,saddlebrown,large,data/RMTS/trial100/target2_1.png,1.0,triangle,red,large,data/RMTS/trial100/target2_2.png
sameColor,2.0,data/RMTS/trial101/trial.png,data/RMTS/trial101/source_pair.png,data/RMTS/trial101/target1_pair.png,data/RMTS/trial101/target2_pair.png,29.0,heart,blue,large,data/RMTS/trial101/source1.png,29.0,heart,blue,large,data/RMTS/trial101/source2.png,49.0,circle,red,large,data/RMTS/trial101/target1_1.png,57.0,circle,saddlebrown,large,data/RMTS/trial101/target1_2.png,36.0,cross,red,small,data/RMTS/trial101/target2_1.png,36.0,cross,red,small,data/RMTS/trial101/target2_2.png
sameColor,1.0,data/RMTS/trial102/trial.png,data/RMTS/trial102/source_pair.png,data/RMTS/trial102/target1_pair.png,data/RMTS/trial102/target2_pair.png,30.0,heart,purple,small,data/RMTS/trial102/source1.png,30.0,heart,purple,small,data/RMTS/trial102/source2.png,47.0,cross,black,large,data/RMTS/trial102/target1_1.png,47.0,cross,black,large,data/RMTS/trial102/target1_2.png,32.0,heart,saddlebrown,small,data/RMTS/trial102/target2_1.png,26.0,heart,green,small,data/RMTS/trial102/target2_2.png
sameColor,1.0,data/RMTS/trial103/trial.png,data/RMTS/trial103/source_pair.png,data/RMTS/trial103/target1_pair.png,data/RMTS/trial103/target2_pair.png,31.0,heart,purple,large,data/RMTS/trial103/source1.png,31.0,heart,purple,large,data/RMTS/trial103/source2.png,60.0,square,red,small,data/RMTS/trial103/target1_1.png,60.0,square,red,small,data/RMTS/trial103/target1_2.png,59.0,circle,black,large,data/RMTS/trial103/target2_1.png,55.0,circle,purple,large,data/RMTS/trial103/target2_2.png
sameColor,2.0,data/RMTS/trial104/trial.png,data/RMTS/trial104/source_pair.png,data/RMTS/trial104/target1_pair.png,data/RMTS/trial104/target2_pair.png,32.0,heart,saddlebrown,small,data/RMTS/trial104/source1.png,32.0,heart,saddlebrown,small,data/RMTS/trial104/source2.png,11.0,triangle,black,large,data/RMTS/trial104/target1_1.png,3.0,triangle,green,large,data/RMTS/trial104/target1_2.png,36.0,cross,red,small,data/RMTS/trial104/target2_1.png,36.0,cross,red,small,data/RMTS/trial104/target2_2.png
